Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,age
-1,1,3,0,5,0,3.578947368,2.285714286,13.31578947,7.473684211,-2.421052632,6.646616541,17.78947368,10.83458647,23.56390977,21.16541353,0.5037593985,1.541353383,1.503759398,1.127819549,0.2330827068,28.68421053,24.95488722,0.08669172932,0.7443609023,0.3308270677,0.8721804511,0.1709774436,31.03759398,25.63157895,2,-7,5.353383459,3.796992481,10.83458647,6.308270677,-11.62406015,2.654135338,0.3984962406,-1.120300752,-7.969924812,2.278195489,0.2180451128,2.22556391,1.766917293,0.5263157895,-0.1052631579,-0.3909774436,7.842105263,0.08187969925,-0.4285714286,0.6015037594,-0.3984962406,-0.04413533835,-6.631578947,1.616541353,-36,-74.55639098,1,0,-1,-1,0,-3,0,-5,-2.54,-10.16,0,-5
-1,1,3,-1,3,0,8.533333333,4.866666667,-2.666666667,-0.06666666667,46.26666667,22.8,3,4.8,41.66666667,24.46666667,-0.06666666667,-3.6,-1.8,0.3333333333,0.6666666667,46.6,27.53333333,-0.006666666667,0.3333333333,-1.466666667,-0.6666666667,-0.236,37,18.46666667,1,-2,7.533333333,-0.06666666667,-3.333333333,-3.133333333,70,11.53333333,0.9333333333,-0.4,58.2,8.6,-0.4,1.866666667,-0.5333333333,1.266666667,0,67.6,8,-0.1686666667,-1.2,5.2,0.6,-0.3486666667,60.93333333,-1.6,-5,-7.2,0,-1,0,1,-1,1,0,0,0,0,0,-8
-1,1,3,0,-1,0,-2.25,2,2.071428571,2.607142857,-17.92857143,3.214285714,14.5,4.857142857,0.1428571429,7.5,-0.5714285714,0.75,1.178571429,1.178571429,-0.2857142857,-1.357142857,10.67857143,0.1085714286,0.3571428571,1.035714286,1.285714286,0.3053571429,18.92857143,30.10714286,0,-1,5.464285714,2.428571429,2.785714286,3.321428571,6.5,-2.642857143,9.5,3.071428571,17.46428571,4.964285714,0.5,-4.142857143,-3.642857143,-0.6071428571,0.1071428571,18.78571429,3.75,-0.03035714286,-0.3214285714,6.214285714,1.214285714,0.006428571429,33.85714286,19.96428571,-5,190.0357143,0,0,-1,1,-3,1,0,-2,7.62,5.08,15,0
-1,1,3,-3,1,0,-8.625,-6.5,-11.375,-8,-47.75,-18,15.25,10.75,-22.625,0.75,-0.125,-12.625,-9.5,-1.125,0,-43.875,-15.25,0.00625,0.5,-1.25,-0.75,0.0975,-61.5,-32.5,-3,-3,-13.375,-8.875,-9.5,-5,-43.625,-24.625,-0.875,0.625,-35.25,-15.75,0.375,-5.375,-4.375,-1.25,-0.25,-54,-29,-0.18375,-0.625,-4.125,-1.75,-0.28375,-91,-62.875,-16,-390.75,0,0,-1,-2,0,0,0,-3,-5.08,0,0,1
-1,1,3,2,0,0,-0.4,5.8,11.4,8.6,-19.6,5.2,16,9.2,12.6,18.8,0.4,-4.4,-1.6,-0.4,0.4,7.8,23,0.232,-0.8,0,0.6,0.15,34.2,49,2,2,-2.6,-3.6,2.6,1.2,-16.4,-17.6,2.6,-2.2,-2,-7.6,0,-6.6,-7.4,-1.8,0.2,-11.2,-18.6,-0.124,0,4,-0.8,-0.612,-11,-18.6,10,-166.8,0,0,0,1,1,0,0,2,5.08,2.54,0,1
-1,1,3,-1,0,0,-6.5,-6.5,-12.375,-8.25,-40.75,-11.375,-5.125,-3.125,-52.75,-16,-0.125,1,-0.25,-0.75,0,-58.25,-22.75,0.05375,-1.25,0.25,-0.375,-0.0925,-89.125,-51.125,-3,-2,-6.75,-5.375,-6.125,-6.625,-26.5,-12.875,-10.25,-7.375,-28.625,-15.125,0.875,-7.5,-6.375,-1.125,-0.125,-42.875,-26.875,-0.315,-1.5,-4,-2.25,-0.35125,-74.5,-55.25,-17,-440.25,0,0,0,-3,-1,-1,0,-5,-5.08,-2.54,0,3
1,1,5,1,-2,0,-1.166666667,2.166666667,1.333333333,0.3333333333,-41.66666667,-12.33333333,-1.166666667,-1.333333333,-32.83333333,-10.83333333,-0.1666666667,-7.5,-4.666666667,-1.166666667,0,-41.5,-13.33333333,-0.02166666667,0.3333333333,0.3333333333,0.1666666667,0.1083333333,-31.33333333,-4.5,1,2,6,5.333333333,6,3.833333333,-2.166666667,2.5,18.5,11,23.83333333,16,0.3333333333,-7.5,-4,0.8333333333,0.1666666667,22.33333333,17.33333333,0.1066666667,0.3333333333,3.5,0.5,0.2766666667,45.16666667,35.83333333,8,98.5,1,0,0,1,-1,2,0,2,-5.08,-15.24,-10,1
1,1,3,0,-1,0,1.166666667,1.166666667,2,0.5,11,-1.666666667,-2.666666667,-4.666666667,7.666666667,-8,0,1.5,1,-0.8333333333,0.5,10.33333333,-5.833333333,-0.35,0,1,1.166666667,-0.003333333333,18.5,1.666666667,-1,0,-7.666666667,-6.333333333,-8.333333333,-6.166666667,-23,-3.166666667,7.166666667,7.166666667,-16,4.333333333,0,-0.5,-0.1666666667,2,0.5,-24.16666667,-2.166666667,0.31,1,4.5,0.5,0.055,-16,6.666666667,-1,116.1666667,0,0,0,0,0,-1,0,-1,2.54,7.62,15,4
-1,1,3,0,0,0,17.64285714,12.35714286,13.53571429,8.535714286,27.21428571,16.78571429,-2.285714286,-0.1071428571,-0.75,-0.5357142857,-0.2857142857,21.57142857,13.39285714,0.9642857143,-0.1428571429,38.46428571,25.21428571,0.08857142857,-0.2857142857,4.107142857,-0.1071428571,-0.165,54.96428571,40.75,-1,0,11.53571429,11.32142857,11.07142857,9.535714286,32.5,8.5,-3.214285714,-1.071428571,11.46428571,-6.142857143,-0.3214285714,17.35714286,11.78571429,-0.5714285714,0.1071428571,40.35714286,16.96428571,-0.01285714286,-0.5714285714,2.571428571,0.1785714286,0.008928571429,46.67857143,23.71428571,-3,294.7142857,0,0,-1,0,-1,-1,0,-3,-2.54,-10.16,-10,-5
1,1,3,1,0,0,-12.75,-8.75,-5.25,-4.75,-113,-40.25,-0.75,-1.5,-104.75,-38,0,-1.5,0.25,-1.5,1.25,-119,-46.5,-0.04,1.5,-6.75,-1.75,-0.2025,-104.5,-31.75,-3,1,-10,-4.5,-1.25,-1.5,-105.25,-38,23.5,16,-58.5,-5,0.5,-14.5,-14,3.75,0.5,-83,-23.5,0.225,1,1.25,1.75,0.28,-14.25,42,-7,-238,-1,0,0,-3,0,0,0,-3,-7.62,-10.16,0,5
1,1,3,1,0,0,-10.25,-4.5,-7.75,-3.25,-45.25,-29,1.25,0.25,-49.25,-33.5,0,7.75,6,0,0,-51.75,-32,-0.035,0,0.5,0.75,0.415,-58.25,-38,1,2,-1.5,-4.25,-15.5,-10.5,-41.25,-16.5,-15.75,-3.25,-68,-19.25,0.75,-3,-6.75,-3.75,0.25,-72.5,-30.25,-0.0075,-0.25,-7.25,-4,-0.5,-112.5,-65,4,-484.5,0,0,0,1,0,0,0,1,0,0,0,-4
-1,1,3,0,0,0,13.16666667,11.66666667,14,12.33333333,53.16666667,31.16666667,-1.166666667,-2,38.66666667,16.16666667,0,14.16666667,13.66666667,-2.166666667,-1.5,66,41.5,-0.01,0.1666666667,3.333333333,0.1666666667,-0.3933333333,46.16666667,23.66666667,0,1,7.666666667,7.5,13.16666667,12.16666667,45.5,18.16666667,-22.33333333,-14.83333333,29.83333333,8.666666667,-0.6666666667,-1.166666667,-0.6666666667,-4.333333333,-0.5,36.33333333,15.5,0.1233333333,-0.1666666667,1,1,0.4666666667,47.83333333,26.16666667,3,69.5,0,0,1,0,0,-1,0,0,2.54,-5.08,0,2
-1,1,3,-1,0,0,-8,-7.666666667,8,5.666666667,-22,-12.66666667,-0.6666666667,-0.6666666667,-9.333333333,-1.666666667,0,2.666666667,1.666666667,-0.3333333333,0,-14.66666667,-7.666666667,-0.11,0.6666666667,-1.333333333,-0.3333333333,-0.3333333333,-6,2,0,0,-1.666666667,-1,2.333333333,1.666666667,-26.66666667,-12.33333333,3.333333333,2.333333333,-18,-6.333333333,-0.6666666667,-1.333333333,-1,1,0,-21,-8.333333333,0.15,0.3333333333,1.333333333,1.333333333,0.3333333333,-4.333333333,7,1,8,0,0,0,0,0,0,0,0,0,7.62,0,-11
1,1,5,0,-1,0,-5.79638009,-4.791855204,4.832579186,2.837104072,-16.94570136,-18.92760181,2.583710407,1.321266968,4.538461538,-2.56561086,-0.2850678733,-8.271493213,-7.411764706,0.4162895928,0.09954751131,-9.529411765,-14.76923077,-0.140678733,1.438914027,1.402714932,0.5067873303,0.1731221719,-0.3076923077,-6.21719457,3,1,-5.095022624,-2.678733032,3.067873303,2.402714932,-32.48868778,-25.00452489,5.959276018,3.859728507,-14.41628959,-13.58371041,-0.2307692308,-3.950226244,-2.479638009,1.176470588,0.2760180995,-23.46153846,-18.74208145,-0.06208144796,0.5520361991,0.3891402715,1.122171946,0.2385520362,-3.298642534,0.1538461538,14,107.9140271,0,0,0,2,-1,2,0,3,-12.7,-5.08,0,-1
1,1,3,1,0,0,-5.444444444,-3.138888889,7.361111111,4.666666667,53.83333333,13.72222222,2.388888889,1.361111111,84,33.94444444,-0.6111111111,-14.97222222,-11.05555556,0.6944444444,0.08333333333,63.58333333,19.75,-0.09,0.8888888889,3.25,0.8888888889,0.1277777778,82.16666667,35.91666667,0,3,4.277777778,4.527777778,10.13888889,5.5,25.97222222,8.305555556,-5.111111111,-2.694444444,24.36111111,5.194444444,0.1111111111,2.361111111,1.388888889,0.1111111111,0.25,31,11.11111111,-0.002222222222,0.1388888889,1.5,0.5,-0.06666666667,36.77777778,16.55555556,10,148.4722222,0,-1,2,0,-3,1,1,0,-2.54,-12.7,0,4
1,1,3,0,0,0,-12.93333333,-9.733333333,-12.4,-6.533333333,-2.6,5.666666667,-13.46666667,-8.4,-21.8,-3.466666667,-0.3333333333,6.266666667,3.933333333,-1.333333333,-0.3333333333,-28.46666667,-9.266666667,-0.002,0.1333333333,-4.466666667,-2.333333333,-0.5646666667,-35,-20.53333333,-6,-5,20.93333333,16.33333333,-4.066666667,-1.066666667,-5.533333333,19.46666667,30.06666667,24.66666667,-3.2,25.06666667,1,2.733333333,1.666666667,0.7333333333,-0.2666666667,20.46666667,43.06666667,0.3526666667,-0.8666666667,-0.6666666667,-0.7333333333,-0.03266666667,27.93333333,47.6,-36,-90.93333333,0,0,-2,-4,-2,-1,0,-9,2.54,-2.54,-15,-4
-1,1,3,0,0,0,-2.533333333,-2.4,2.733333333,0.3333333333,30.73333333,8.933333333,-3.866666667,-3.2,35.93333333,11.06666667,0.1333333333,-3.8,-2.6,-0.06666666667,0,29.6,6.066666667,-0.1446666667,1.666666667,-6.8,-1.4,-0.118,31.8,7.333333333,0,-1,1.6,0.4,4.6,-0.1333333333,4,8.266666667,2.6,1,6.066666667,6.933333333,-0.06666666667,3.533333333,1.8,0.6,0,11.2,9.133333333,-0.03,0.1333333333,6.466666667,1.8,0,43.2,34,-2,202.6666667,0,0,-1,0,0,0,0,-1,5.08,5.08,0,-4
1,1,3,0,0,0,-7.333333333,-7.166666667,4.666666667,4.833333333,32.16666667,-6.666666667,1.666666667,-2.833333333,46.5,1.666666667,-1,-0.6666666667,0.8333333333,3.5,0,38.5,-4.666666667,-0.1566666667,-0.3333333333,8.166666667,5.666666667,0.6533333333,39.33333333,-6.666666667,-3,-1,9,5.833333333,13.16666667,10.5,49.5,10.16666667,13,5.833333333,66.83333333,19.66666667,0,-0.1666666667,1,0.5,0.5,75.66666667,26.5,0.003333333333,0,1.666666667,-0.5,-0.1833333333,73.66666667,24.83333333,-7,350.8333333,0,0,1,-1,-3,0,0,-3,5.08,-5.08,-10,4
1,1,3,0,-1,0,5.333333333,5.333333333,-4.333333333,-1.333333333,-24.33333333,-4,4.666666667,5,-25.66666667,-2.333333333,0.3333333333,-3.666666667,-3.333333333,-0.3333333333,0,-24,-0.3333333333,0.25,-0.3333333333,0,0,0,-25.66666667,-2,-1,-1,2,2.333333333,-7,-3.333333333,-19.33333333,-10.66666667,-5,-3.333333333,-29.33333333,-16.66666667,-0.6666666667,-4,-3,0,0,-31.33333333,-17.33333333,-0.05333333333,0,-2.333333333,-0.6666666667,-0.09333333333,-36.33333333,-21.33333333,-4,-192.3333333,0,0,0,0,0,-1,0,-1,0,-2.54,10,0
1,1,3,4,0,0,15.08571429,7.219047619,6.952380952,4.819047619,47.57142857,13.7047619,0.380952381,0.05714285714,36.56190476,8.40952381,-0.09523809524,3.257142857,2.952380952,-2.00952381,-0.04761904762,54.9047619,18.58095238,0.0280952381,-0.3619047619,0.5523809524,-1.580952381,-0.3245714286,73.96190476,34.92380952,-3,-3,-0.04761904762,0.6571428571,3.628571429,2.828571429,12.86666667,17.98095238,0.580952381,1.914285714,17.51428571,21.24761905,-0.1428571429,-0.3904761905,0.819047619,1.161904762,0.1523809524,17.07619048,22.72380952,0.1994285714,-0.180952381,0.8476190476,1.761904762,0.4914285714,20.92380952,27.18095238,-39,43.7047619,0,0,-3,-5,-1,-4,0,-13,5.08,7.62,0,0
-1,1,3,0,0,0,-17,-16.5,16.5,6,72.5,-12,-3.5,-3.5,87.5,-8,0,15,15,0,0,85.5,-9.5,-0.215,-1.5,1,-1,-0.33,58.5,-35.5,-1,0,47.5,41,100,82.5,99.5,52.5,4,4.5,123,64,0,33,34.5,0,-1,203.5,139.5,0.185,0,1,1,1,216,150.5,-3,0,0,0,0,-1,0,0,0,-1,-5.08,-17.78,0,3
-1,1,3,0,0,0,3,3.75,31.75,22.75,-65,-29.75,10.25,8.75,-32.75,-5.25,-1,6.75,3.25,2,0,-23,1.75,0.0925,3,5,3,0.6,59.5,83,-1,-1,3,0.75,17,6.75,-56.75,-20.25,3.25,1.25,-38,-9.25,-0.25,-1.5,-3.75,-0.25,0,-36.5,-12.25,-0.0125,1,3.75,3.5,0.5375,-18.5,2.75,-5,323.25,0,0,-1,0,-1,0,0,-2,2.54,10.16,0,-7
1,1,5,3,-1,0,-13.45454545,-6.433333333,2.706060606,2.863636364,-71.87575758,-19.55454545,-7.936363636,-4.842424242,-53.86666667,-8.709090909,0.1393939394,-9.784848485,-6.390909091,0.5545454545,-0.08787878788,-77.10606061,-21.53333333,0.1481515152,0.1454545455,-6.687878788,-1.884848485,0.07896969697,-64.38181818,-8.351515152,-2,5,2.215151515,2.533333333,3.481818182,2.839393939,-56.73939394,-7.006060606,7.109090909,4.903030303,-50.74848485,-3.554545455,-0.2666666667,2.384848485,1.757575758,0.596969697,0.4090909091,-46.14848485,0.7363636364,0.1288484848,-0.6424242424,2.160606061,-0.103030303,0.006121212121,-12.98787879,31.55454545,10,-255.9181818,4,0,0,-6,4,3,1,2,7.62,5.08,10,3
-1,1,3,0,-1,0,13.33333333,11.83333333,14,11.5,23.5,3.166666667,-18.5,-13.33333333,1.5,-14.66666667,0,4.166666667,4.166666667,-4.333333333,0.3333333333,19,1.333333333,-0.1516666667,0,0.5,-1.333333333,-0.2066666667,44.33333333,27.5,-1,1,9,5.333333333,9.666666667,6.666666667,27.66666667,16.33333333,6,6.666666667,23.5,13.66666667,0,10.83333333,10.66666667,1,0.3333333333,43.33333333,29.66666667,0.2883333333,1.166666667,5.333333333,2.333333333,0.3166666667,39.33333333,26.83333333,5,274.8333333,0,0,1,-1,0,0,0,0,-5.08,-2.54,0,3
-1,1,3,-1,0,0,-11.5,-8,-3.5,-5,36.5,-8.5,9.5,7,67,14,0,-13,-12.5,0.5,0,42.5,-6.5,-0.2,2,6.5,0.5,-0.38,52.5,2.5,0,-1,2.5,-2,-8.5,-5,39,21,-4,-4,32,21.5,1,-8,-7.5,-3,0,26.5,12,-0.005,1,-8.5,-4,-0.355,9.5,-5.5,-3,0,0,0,0,0,0,0,0,0,-2.54,12.7,15,-7
-1,1,3,0,0,0,0,-3,-14,-5,33,9,1,1,17,6,0,3,2,2,0,20,5,-0.04,-1,1,1,0.09,-5,-15,0,0,-10,-8,-11,-9,1,-2,8,5,26,16,0,-18,-14,3,1,-2,-6,-0.05,1,-10,-4,-0.4,-59,-58,-1,-301,0,0,0,0,0,0,0,0,0,5.08,0,2
1,1,5,0,-5,0,7.68907563,5.831932773,1.294117647,1.352941176,2.655462185,7.613445378,-5.369747899,-3.31092437,-15.54621849,-4.193277311,0.2773109244,6.43697479,4.016806723,-0.218487395,0.1176470588,-1.420168067,5.655462185,0.07831932773,-0.5294117647,-1.848739496,-1.319327731,-0.4396638655,-11.62184874,-1.386554622,1,4,1.218487395,-0.6554621849,1.823529412,1.806722689,2.025210084,-0.8151260504,1.344537815,0.6638655462,-3.663865546,-2.033613445,0.1176470588,7.638655462,4.344537815,0.2352941176,-0.08403361345,5.193277311,1.655462185,-0.06075630252,0.2941176471,2.411764706,0.5882352941,0.1688235294,9.907563025,7.579831933,30,249.1092437,2,0,1,4,2,-1,0,6,-2.54,-10.16,0,6
1,1,5,0,0,0,5,1.666666667,3.666666667,-0.6666666667,83,30.33333333,-1,-1,59.66666667,15.33333333,-0.3333333333,21,11.66666667,-0.3333333333,0.6666666667,85.66666667,28.66666667,-0.1266666667,-0.3333333333,-0.6666666667,-1.333333333,-0.03,115.6666667,48.66666667,0,0,0.6666666667,0,-3.333333333,-2.333333333,60.33333333,27,3.333333333,3,50,19.66666667,0,9.666666667,8,0,0,60.33333333,27.66666667,-0.1066666667,-0.3333333333,0,0.3333333333,0.39,102.3333333,61.66666667,4,562.3333333,-3,0,1,2,-1,-2,0,0,-2.54,0,-10,2
1,1,3,0,0,0,-10.83333333,-7.833333333,-8.666666667,-8,-42,-20.5,-2.5,-3,-33.5,-15.33333333,0.1666666667,-8.833333333,-8.333333333,-0.3333333333,-1,-53.16666667,-31.5,-0.3383333333,0,-3.166666667,-1.333333333,-0.3033333333,-75,-50,0,-1,-10,-7.666666667,-9.333333333,-7,-38.33333333,-13.83333333,-5.333333333,-2.666666667,-29.83333333,-4.5,0,-13.16666667,-11.33333333,-2,0,-53,-23.5,-0.1266666667,0.1666666667,-4,-1.666666667,-0.2766666667,-97,-59.83333333,-5,-650,-1,0,0,0,1,0,-1,0,5.08,-7.62,20,1
-1,1,3,-1,1,0,-28.75,-13.5,6.75,6.5,-109.5,-42,24.75,19.75,-39,4.25,-0.25,-10.25,-6.5,3,1,-78,-15.75,0.1775,1,-0.25,-0.25,-0.25,-40.5,19.25,-2,-1,-6.25,-7.25,-1.25,-2.5,-51.25,-30.5,-0.5,0.25,-45.75,-25.25,-0.25,-1,-0.25,1,0,-53,-32.75,-0.15,1,5.5,1.5,0.145,-60.75,-39.75,-8,-92.75,0,0,-1,-2,0,1,0,-2,7.62,-2.54,0,-2
1,1,3,-1,2,0,0.5555555556,2.111111111,-2.333333333,-0.3333333333,9.888888889,12.44444444,-13,-7.888888889,-8.888888889,-0.6666666667,-0.1111111111,2.888888889,2.777777778,0.5555555556,0.6666666667,-5.444444444,4.222222222,0.03,0.6666666667,-4,-1.222222222,-0.1488888889,-10.33333333,-0.1111111111,-2,1,-2,-0.4444444444,-4,-1.888888889,-38.77777778,-10.88888889,3.888888889,2.555555556,-33.66666667,-7.444444444,0.1111111111,-3.222222222,-2.333333333,2.111111111,0.4444444444,-38.88888889,-10.22222222,0.09444444444,0.3333333333,3.111111111,1.444444444,0.1311111111,-24.88888889,-0.1111111111,-3,-91.66666667,-3,0,2,-1,0,-2,0,-1,10.16,15.24,10,-9
1,1,3,0,0,0,5.3,4.05,-3.3,-0.75,27.45,6.9,-0.55,0.3,17.65,2.05,0,0.65,0.35,0.4,0,23.6,6.45,-0.0935,0.9,1.2,2.4,0.3755,15.8,0.95,1,-2,7.65,3.25,-2.55,-1.75,23.9,14.8,3.55,-1.1,11,4.45,-0.2,6.25,4.25,1.15,0.55,24.9,11.95,0.1055,-0.15,-0.5,-1.3,-0.094,46.75,32.5,1,307.55,0,0,1,1,0,-1,0,1,10.16,10.16,15,1
-1,1,3,-1,0,0,-5.2,-4.7,-3.1,-0.3,-89.7,-34.6,-0.1,0,-74.8,-20.9,0,-12.9,-9.3,3.9,-0.1,-92.9,-34.9,0.071,0.7,10.6,1,0.08,-83.6,-26,-4,-3,-3.9,-0.3,-0.2,0.3,-43.9,-17.9,-4,-2.8,-35.6,-13.1,-0.1,-8.6,-7,-0.1,0.9,-48.1,-20.4,-0.052,-0.4,0.8,-0.3,-0.098,14.2,36.7,-23,190.9,0,0,-2,-2,0,-1,-1,-6,-12.7,-17.78,0,-1
1,1,5,0,-2,0,0.6666666667,0.9444444444,2.055555556,2,-14.05555556,-8.666666667,3.388888889,1.666666667,-9.777777778,-6.833333333,-0.2222222222,0.5,0.8888888889,-0.3888888889,0.3888888889,-8.611111111,-5,0.006666666667,0.3333333333,1.611111111,0.3888888889,-0.2877777778,2.777777778,6.777777778,-2,7,-2.166666667,-0.4444444444,1.222222222,1.166666667,-16.66666667,-3.055555556,-1.333333333,-0.5,-10.61111111,-0.6666666667,0.1111111111,-4,-1.277777778,1.944444444,0.1111111111,-16.77777778,-2.388888889,0.02888888889,1.111111111,-1.166666667,-0.2777777778,-0.09333333333,-4.944444444,8.944444444,32,148.5,0,0,1,3,0,0,1,5,0,2.54,0,-2
1,1,3,0,-1,0,-1.166666667,-3.666666667,-1,-0.1666666667,-17.16666667,-10,3.666666667,4,-8.833333333,1.833333333,-0.3333333333,-4.5,-4.333333333,-2,-0.3333333333,-14.5,-6.166666667,-0.015,0.1666666667,-0.3333333333,-0.1666666667,0.2,-14.83333333,-3.333333333,-1,0,-9.333333333,-6,-2.5,-1.166666667,-48,-14.83333333,11.5,6,-26.5,-1,0.1666666667,-3.166666667,-3,0.3333333333,-1.333333333,-39,-10,0.15,0,0.1666666667,0.3333333333,0.53,-29.16666667,1,-3,-105.1666667,-1,0,-2,1,0,0,0,-1,7.62,10.16,-15,6
1,1,3,0,0,0,-3.45,0.55,3.3,3.2,19.6,10.65,3.95,4.2,25.1,12.85,-0.3,5.2,4.65,0.15,0.4,26.85,18.05,0.0775,-0.25,0.4,-0.15,0.0445,55.2,47,-1,1,7.35,4.6,0.95,2.6,32.2,12.4,4.35,3.85,25.35,11.4,0.55,4.8,2.85,1.6,0,37.5,18.85,0.083,0.8,4.4,1.6,0.396,62.9,42.45,5,273.3,-1,0,0,0,1,-1,0,0,0,-5.08,-15,-1
1,1,3,0,0,0,-4.9,-5.1,3.8,1.7,-4.5,0.5,-1.7,0.5,11.3,9.8,-0.2,-8.8,-2,2.6,-0.2,-2.4,2.7,0.017,-0.5,2.1,1.8,0.167,37.9,37.6,-3,0,-3.6,-0.6,4,2.8,-1.5,-6.2,13.8,10.7,24.1,10.4,0.5,-4.2,-2.5,1.9,0,16.3,7.3,0.052,-0.1,7.2,0.6,-0.445,21.5,11.7,-7,186.2,-1,0,0,0,-2,-1,0,-3,0,-5.08,10,-2
1,1,3,0,-2,0,-10,-8,-7,-4.333333333,-102.3333333,-37.66666667,-9.333333333,-7,-101,-35,-1,-7.666666667,-6,-0.6666666667,0,-118.6666667,-49,-0.02666666667,1,1.333333333,0,-0.2233333333,-129.3333333,-59.33333333,-2,0,-4.333333333,-5.333333333,-1,0.6666666667,-92,-30,-0.3333333333,0,-83.33333333,-20.66666667,0,-5.666666667,-3.333333333,-0.6666666667,1,-93.33333333,-29.33333333,-0.06,0,-4.666666667,-1.666666667,-0.2766666667,-99,-33.66666667,-7,-665.6666667,0,0,0,-1,-1,1,-1,-2,2.54,0,-20,-1
-1,1,3,-1,0,0,-2.25,-4.25,14.75,4.25,-24,-13.25,-22,-15.5,-30,-18.75,-0.75,1,-1.5,-2.75,-0.25,-31.25,-24.5,-0.215,1,4,2.75,0.245,-38.75,-30.75,-2,-1,18.25,15.5,34.25,23.5,2,-1.25,12.75,9.75,23.75,12.25,0,7,4.25,0.5,0,49,32,0.205,2.5,2.5,2.25,0.495,110.25,94.25,-6,399.75,0,0,0,0,-2,0,0,-2,0,0,0,-5
1,1,3,0,0,0,6,8.5,-15.5,-15.5,142,29.5,0.5,0,144.5,29,0,-23.5,-23.5,-0.5,0,127,14,-0.255,0,-13.5,-1,-0.08,85,-22.5,-1,0,-2.5,0.5,-3.5,-3.5,82,18,4,2,95,22.5,0.5,-10,-6.5,2,0,82.5,16.5,-0.11,0,2.5,1.5,0.16,69.5,3.5,-2,180,0,0,-1,0,0,0,0,-1,7.62,12.7,0,-9
-1,1,5,0,0,0,-1.4375,-0.6875,0.875,1.5,-6.75,-3.875,-2.5,-1.875,-7.5,-4.0625,0.25,0.5625,0.5,0.125,0.1875,-8.375,-4.25,-0.030625,0.6875,-1.1875,0.3125,0.311875,-32.125,-24.4375,0,3,-0.4375,-0.5625,-2.625,-2.625,-13.6875,-2.1875,-2,-1.4375,-17.9375,-5.0625,-0.1875,0.0625,-0.625,0.1875,0.0625,-18.3125,-6.25,-0.049375,0.0625,1.1875,0.1875,-0.06125,-7.4375,3.6875,20,138.25,1,0,0,2,1,2,0,5,-5.08,-2.54,0,3
-1,1,3,0,-1,0,10,8.5,-7,-5.75,44.75,12,15.25,10.5,42.5,8.25,0,0.5,0,1.75,0,53,16.75,-0.2175,0,1.75,0.25,-0.45,94.25,52.5,-1,-1,6.5,3,-21,-15.25,15.5,3.75,1.25,1,-8.25,-12.5,1,-2.5,-1,0,-0.25,-4.25,-10.5,0.095,-1,-1,-0.25,-0.05,-25.5,-32.25,-2,458.25,0,0,0,2,-3,0,0,-1,-5.08,-15.24,0,-9
-1,1,3,0,0,0,-12.43333333,-6.666666667,0.7,0.4666666667,-25.23333333,-10.03333333,-5.466666667,-5.366666667,-19.83333333,-9.833333333,0.1,2.266666667,1.566666667,-2.7,-0.1333333333,-30,-14.93333333,0.04366666667,0.3666666667,-1.1,-1.266666667,-0.2143333333,-63.86666667,-45.7,0,2,-8.866666667,-4.533333333,-4.2,-2.6,-44.76666667,-9.433333333,-3.066666667,-1.166666667,-33.46666667,-4.266666667,-0.06666666667,-9.7,-4.4,-0.2,-0.1666666667,-52.03333333,-13.2,0.01333333333,-0.5,-0.6,-0.3666666667,0.05133333333,-83.06666667,-40.33333333,0,-512.1,0,0,-1,-2,0,5,0,2,-2.54,10.16,10,-6
